soil_type,nitrogen,phosphorus,potassium,organic_carbon,pH,recommended_crop,recommended_fertilizer
Black,30.71,15.49,261.96,2.07,8.45,Soybean,NPK 20:20:0
Alluvial,73.14,30.96,152.23,1.3,7.33,Sugarcane,Urea + MOP
Laterite,23.35,13.54,79.05,0.54,5.45,Tea,Organic Mix
Alluvial,82.5,22.97,192.93,1.29,6.91,Wheat,Urea + MOP
Alluvial,57.95,34.74,169.99,1.22,7.07,Wheat,Urea + DAP
Red,44.6,12.56,157.44,0.59,6.22,Millets,SSP + Urea
Black,20.05,8.37,292.04,1.74,7.04,Pulses,Potash + Urea
Alluvial,56.83,28.47,174.85,1.35,7.14,Sugarcane,Urea + MOP
Laterite,26.77,8.01,127.51,0.41,4.97,Tea,Organic Compost
Alluvial,77.43,27.25,154.5,1.06,6.95,Rice,Urea + DAP
Laterite,14.24,6.86,98.07,0.74,5.39,Rubber,Organic Mix
Laterite,18.35,6.54,80.21,0.61,5.42,Cashew,Organic Mix
Red,49.67,10.08,149.93,0.59,5.6,Millets,Gypsum + SSP
Black,16.36,13.24,326.48,1.52,8.55,Cotton,NPK 20:20:0
Black,31.85,15.4,267.39,1.27,8.08,Pulses,NPK 20:20:0
Black,27.21,10.14,305.59,1.1,7.99,Cotton,NPK 20:20:0
Alluvial,86.17,27.17,155.74,0.97,7.32,Sugarcane,NPK 10:26:26
Black,24.63,22.34,294.89,1.63,7.79,Pulses,NPK 20:20:0
Black,24.41,12.11,306.84,1.54,7.6,Pulses,Potash + Urea
Black,35.52,19.01,250.82,1.15,7.88,Soybean,Potash + Urea
Red,61.14,13.68,162.47,0.83,6.4,Millets,SSP + Urea
Alluvial,65.6,36.65,159.84,1.28,6.42,Rice,Urea + DAP
Black,47.56,16.1,294.47,1.72,8.37,Pulses,NPK 20:20:0
Black,44.16,18.13,287.78,1.31,8.31,Cotton,NPK 20:20:0
Laterite,20.69,9.27,107.24,0.69,4.8,Tea,Organic Compost
Black,22.42,17.7,305.44,1.4,6.9,Cotton,Potash + Urea
Laterite,17.83,7.02,89.64,0.41,4.84,Rubber,Organic Compost
Laterite,10.64,8.29,88.46,0.59,5.63,Rubber,Organic Mix
Laterite,9.67,5.29,109.66,0.65,5.45,Rubber,Organic Mix
Black,25.47,21.05,287.07,1.79,7.7,Soybean,Potash + Urea
Black,35.93,18.64,326.47,1.94,7.1,Pulses,Potash + Urea
Black,26.33,22.18,298.04,1.28,8.04,Cotton,Potash + Urea
Alluvial,58.28,22.7,212.73,0.93,7.4,Sugarcane,Urea + DAP
Black,40.9,24.96,268.23,1.39,8.31,Soybean,Potash + Urea
Alluvial,88.22,29.92,156.84,1.15,6.95,Maize,Urea + DAP
Alluvial,67.36,24.95,154.95,0.81,6.85,Wheat,Urea + MOP
Red,59.9,16.11,164.01,0.47,5.74,Maize,SSP + Urea
Laterite,15.57,12.61,89.07,0.42,5.65,Rubber,Organic Compost
Black,44.91,10.37,297.65,1.82,8.06,Cotton,NPK 20:20:0
Black,38.46,23.48,293.5,0.99,7.74,Soybean,NPK 20:20:0
Alluvial,66.07,33.34,157.23,1.22,6.58,Maize,NPK 10:26:26
Alluvial,75.98,33.33,154.59,1.41,6.71,Maize,Urea + MOP
Alluvial,66.97,22.62,205.6,0.98,7.38,Maize,Urea + DAP
Laterite,9.31,5.59,75.07,0.63,5.13,Tea,Organic Compost
Laterite,10.1,5.9,95.32,0.34,5.47,Rubber,Organic Compost
Alluvial,81.72,28.22,175.01,1.32,7.06,Rice,Urea + MOP
Black,40.84,15.31,289.08,1.85,7.33,Soybean,Potash + Urea
Alluvial,83.01,34.71,199.1,1.3,6.94,Maize,NPK 10:26:26
Black,37.79,13.59,241.79,1.27,8.38,Cotton,NPK 20:20:0
Red,28.58,12.1,110.21,0.62,5.95,Maize,SSP + Urea
Red,52.13,9.35,108.8,0.76,5.3,Groundnut,SSP + Urea
Black,41.25,20.8,335.21,2.14,8.33,Cotton,Potash + Urea
Alluvial,59.66,38.31,226.2,1.09,6.83,Maize,Urea + DAP
Laterite,20.67,9.52,108.41,0.37,5.6,Cashew,Organic Mix
Red,36.18,11.37,107.1,0.68,6.15,Maize,SSP + Urea
Alluvial,89.6,26.13,174.25,0.9,7.27,Maize,Urea + DAP
Black,31.09,19.63,315.21,1.93,8.02,Cotton,NPK 20:20:0
Black,28.81,12.49,314.11,1.37,8.45,Cotton,Potash + Urea
Black,41.36,12.78,259.53,1.86,7.74,Cotton,NPK 20:20:0
Red,31.06,11.24,171.15,0.85,6.55,Groundnut,SSP + Urea
Black,28.74,15.95,337.07,1.32,7.9,Soybean,Potash + Urea
Black,23.67,12.61,332.42,1.54,8.25,Pulses,NPK 20:20:0
Red,45.74,10.37,115.49,0.8,5.6,Millets,Gypsum + SSP
Alluvial,67.36,33.73,150.25,1.14,6.79,Maize,NPK 10:26:26
Laterite,19.31,10.12,131.3,0.25,5.07,Tea,Organic Mix
Laterite,27.38,12.3,105.78,0.4,5.76,Tea,Organic Mix
Red,50.69,16.87,147.66,0.42,6.42,Maize,Gypsum + SSP
Alluvial,65.12,36.13,217.0,1.04,7.24,Rice,Urea + DAP
Alluvial,56.04,37.53,189.39,1.47,6.54,Maize,Urea + MOP
Black,31.42,12.54,305.77,1.82,7.4,Cotton,Potash + Urea
Red,41.4,13.97,162.88,0.77,6.34,Maize,SSP + Urea
Red,60.78,17.09,155.54,0.38,5.43,Maize,SSP + Urea
Red,36.92,16.03,140.08,0.47,6.13,Groundnut,SSP + Urea
Red,35.3,8.92,115.49,0.81,5.62,Millets,Gypsum + SSP
Laterite,16.38,9.4,116.68,0.45,5.78,Rubber,Organic Compost
Alluvial,68.36,40.29,174.41,0.97,7.48,Rice,Urea + MOP
Red,31.62,13.55,150.62,0.88,5.58,Groundnut,SSP + Urea
Red,50.86,17.77,147.07,0.45,5.88,Maize,SSP + Urea
Red,25.26,13.27,117.53,0.84,6.13,Groundnut,Gypsum + SSP
Black,38.7,23.17,308.86,1.07,7.58,Cotton,Potash + Urea
Black,27.84,18.03,289.55,2.07,8.33,Cotton,Potash + Urea
Alluvial,78.19,30.58,163.49,1.12,7.23,Maize,Urea + MOP
Black,37.74,14.46,287.7,1.72,7.15,Pulses,Potash + Urea
Red,24.9,14.02,138.95,0.66,6.46,Groundnut,Gypsum + SSP
Laterite,25.24,6.11,87.37,0.43,4.75,Rubber,Organic Mix
Red,57.2,11.64,158.39,0.6,5.63,Groundnut,Gypsum + SSP
Alluvial,72.86,41.38,170.7,0.99,6.4,Maize,Urea + MOP
Laterite,33.62,7.93,106.83,0.22,5.07,Rubber,Organic Mix
Alluvial,59.04,24.17,218.86,1.3,7.13,Sugarcane,Urea + MOP
Red,61.16,17.59,107.36,0.5,6.62,Maize,SSP + Urea
Red,38.82,17.29,130.9,0.9,6.34,Maize,SSP + Urea
Red,32.68,11.65,168.51,0.4,6.37,Maize,Gypsum + SSP
Black,22.87,9.51,269.29,1.19,7.11,Soybean,NPK 20:20:0
Red,25.03,7.48,161.5,0.63,5.53,Groundnut,Gypsum + SSP
Laterite,24.94,11.91,123.09,0.42,5.21,Rubber,Organic Mix
Alluvial,63.91,19.12,151.63,0.91,6.92,Rice,NPK 10:26:26
Red,42.87,17.68,123.06,0.4,5.76,Millets,SSP + Urea
Red,59.14,16.17,152.84,0.57,5.64,Millets,SSP + Urea
Black,41.69,22.32,312.36,1.56,8.21,Cotton,NPK 20:20:0
Alluvial,58.13,40.13,219.61,0.86,7.27,Rice,NPK 10:26:26
Red,29.04,8.29,120.62,0.56,5.73,Groundnut,SSP + Urea
Alluvial,77.79,34.93,190.88,0.91,6.77,Rice,NPK 10:26:26
Alluvial,78.89,42.05,203.96,0.96,6.66,Wheat,Urea + MOP
Black,36.0,14.18,319.03,1.67,7.94,Pulses,Potash + Urea
Red,57.36,14.52,106.64,0.55,6.33,Millets,SSP + Urea
Laterite,30.0,5.84,77.89,0.58,5.73,Rubber,Organic Mix
Laterite,20.37,7.71,117.68,0.32,5.44,Rubber,Organic Compost
Alluvial,75.45,38.53,211.35,1.25,6.96,Rice,Urea + DAP
Alluvial,72.84,27.36,208.0,0.83,7.23,Rice,Urea + MOP
Laterite,21.74,7.56,109.27,0.66,5.82,Cashew,Organic Compost
Black,37.97,17.66,293.84,1.93,8.64,Soybean,Potash + Urea
Alluvial,75.7,37.94,146.9,1.19,6.91,Rice,NPK 10:26:26
Laterite,14.81,8.98,107.66,0.47,5.34,Rubber,Organic Mix
Black,23.84,11.45,270.94,1.45,7.22,Cotton,Potash + Urea
Black,33.09,10.56,332.4,1.06,8.47,Soybean,NPK 20:20:0
Red,33.44,8.83,145.95,0.56,6.04,Groundnut,Gypsum + SSP
Laterite,23.11,8.86,103.74,0.63,4.49,Rubber,Organic Mix
Alluvial,74.99,28.85,202.54,1.08,6.9,Maize,NPK 10:26:26
Laterite,29.12,6.09,92.14,0.7,5.66,Rubber,Organic Mix
Black,26.13,24.57,284.11,1.66,7.4,Cotton,Potash + Urea
Black,35.72,20.7,244.01,1.23,7.77,Cotton,NPK 20:20:0
Black,23.45,11.78,341.26,1.95,7.14,Pulses,NPK 20:20:0
Alluvial,77.83,33.48,165.68,0.96,6.72,Maize,Urea + DAP
Black,39.6,17.25,304.77,1.62,7.25,Pulses,NPK 20:20:0
Laterite,12.49,8.33,96.89,0.59,4.49,Rubber,Organic Mix
Alluvial,55.59,39.2,162.01,0.93,7.2,Sugarcane,NPK 10:26:26
Black,30.31,17.94,298.85,1.31,8.29,Pulses,Potash + Urea
Red,35.38,11.55,119.11,0.54,5.95,Millets,Gypsum + SSP
Alluvial,54.24,35.09,151.65,1.27,7.56,Wheat,Urea + DAP
Black,23.6,25.93,305.15,1.82,7.86,Soybean,NPK 20:20:0
Alluvial,59.56,20.74,191.73,1.14,6.86,Rice,NPK 10:26:26
Alluvial,60.86,21.52,204.9,0.83,6.62,Sugarcane,Urea + MOP
Red,33.56,9.02,153.85,0.73,5.81,Maize,Gypsum + SSP
Black,39.08,20.87,242.34,1.62,8.1,Pulses,Potash + Urea
Alluvial,56.34,20.67,218.1,1.4,6.46,Rice,Urea + MOP
Alluvial,74.78,34.33,202.27,1.37,7.25,Rice,Urea + DAP
Red,37.41,11.33,140.22,0.44,6.15,Maize,Gypsum + SSP
Black,29.0,16.7,250.6,1.75,7.03,Pulses,NPK 20:20:0
Red,34.87,10.98,168.16,0.46,5.74,Groundnut,Gypsum + SSP
Red,51.23,14.98,133.4,0.49,5.64,Millets,SSP + Urea
Laterite,19.39,10.86,107.48,0.28,5.4,Rubber,Organic Compost
Black,42.49,22.03,257.62,1.77,8.36,Pulses,Potash + Urea
Black,32.74,12.82,276.69,1.08,7.99,Soybean,Potash + Urea
Black,28.77,20.46,339.52,2.07,8.49,Cotton,NPK 20:20:0
Red,39.0,14.25,141.63,0.48,6.23,Groundnut,SSP + Urea
Laterite,25.76,4.0,116.8,0.57,4.67,Cashew,Organic Mix
Alluvial,78.41,39.81,218.27,0.9,7.4,Maize,NPK 10:26:26
Red,44.93,18.84,128.09,0.87,6.03,Groundnut,Gypsum + SSP
Black,44.9,23.57,266.43,2.17,8.09,Pulses,NPK 20:20:0
Alluvial,81.76,34.0,187.14,1.0,6.7,Sugarcane,Urea + MOP
Black,43.49,10.18,277.04,2.2,7.86,Pulses,Potash + Urea
Laterite,34.22,5.29,114.42,0.62,4.77,Rubber,Organic Compost
Red,52.4,8.51,115.2,0.59,6.32,Groundnut,SSP + Urea
Black,36.68,15.12,289.25,1.78,8.02,Soybean,NPK 20:20:0
Laterite,25.98,5.84,97.63,0.43,4.48,Cashew,Organic Compost
Red,53.21,8.41,158.1,0.43,6.24,Maize,Gypsum + SSP
Laterite,11.71,5.97,116.87,0.59,5.02,Tea,Organic Compost
Alluvial,83.71,23.82,167.42,1.23,6.58,Maize,Urea + DAP
Black,23.57,23.89,269.71,1.66,7.08,Pulses,Potash + Urea
Black,29.28,21.51,276.69,2.21,7.91,Pulses,Potash + Urea
Alluvial,90.91,30.29,198.64,1.05,6.65,Sugarcane,NPK 10:26:26
Red,45.1,15.35,147.1,0.93,5.98,Maize,Gypsum + SSP
Laterite,27.32,5.62,80.34,0.37,5.77,Cashew,Organic Compost
Black,43.19,12.29,301.12,2.02,8.52,Pulses,NPK 20:20:0
Alluvial,58.87,34.25,180.3,1.43,6.69,Wheat,NPK 10:26:26
Red,46.1,16.44,127.22,0.57,6.22,Groundnut,SSP + Urea
Alluvial,84.09,30.28,202.26,0.93,6.89,Maize,NPK 10:26:26
Laterite,18.15,11.06,98.88,0.39,4.69,Rubber,Organic Mix
Alluvial,81.37,37.05,151.95,1.29,7.6,Wheat,NPK 10:26:26
Red,30.42,9.91,128.26,0.46,5.75,Maize,Gypsum + SSP
Laterite,19.27,10.99,94.94,0.67,5.81,Rubber,Organic Mix
Black,41.2,18.78,310.83,1.07,7.84,Cotton,NPK 20:20:0
Red,51.69,14.52,137.25,0.74,6.44,Groundnut,Gypsum + SSP
Alluvial,75.79,34.28,156.66,1.22,6.9,Maize,Urea + MOP
Black,44.15,12.39,273.86,1.83,7.46,Soybean,Potash + Urea
Alluvial,62.22,21.83,160.59,1.2,7.18,Maize,Urea + MOP
Laterite,15.23,7.33,108.89,0.7,5.84,Tea,Organic Mix
Alluvial,64.82,36.56,164.79,1.34,7.33,Rice,Urea + MOP
Laterite,10.97,11.7,87.96,0.51,4.55,Cashew,Organic Mix
Black,24.54,24.82,276.78,1.87,7.87,Cotton,Potash + Urea
Alluvial,63.28,24.42,203.44,0.97,7.22,Maize,Urea + MOP
Laterite,27.96,7.66,102.69,0.39,5.11,Rubber,Organic Compost
Alluvial,55.85,36.74,213.34,1.24,7.04,Rice,Urea + DAP
Black,27.21,22.86,248.8,1.67,8.32,Cotton,Potash + Urea
Laterite,16.13,9.1,102.4,0.48,5.25,Rubber,Organic Mix
Laterite,14.58,8.95,89.78,0.67,5.2,Rubber,Organic Compost
Laterite,33.84,11.25,85.63,0.38,4.83,Tea,Organic Compost
Alluvial,73.0,28.2,218.68,1.21,7.41,Wheat,NPK 10:26:26
Alluvial,60.3,27.91,219.53,0.76,6.46,Maize,Urea + DAP
Laterite,21.72,9.09,118.51,0.45,5.02,Cashew,Organic Mix
Red,35.11,15.43,124.52,0.47,5.69,Maize,Gypsum + SSP
Red,49.61,15.78,113.51,0.77,5.64,Maize,Gypsum + SSP
Red,25.9,16.98,120.82,0.55,5.94,Millets,Gypsum + SSP
Red,41.51,12.83,117.8,0.59,6.25,Maize,Gypsum + SSP
Alluvial,86.95,22.74,163.24,0.97,7.0,Wheat,NPK 10:26:26
Alluvial,58.49,27.37,179.28,0.85,7.32,Sugarcane,Urea + MOP
Alluvial,61.64,21.99,162.95,0.99,7.03,Rice,NPK 10:26:26
Alluvial,84.87,24.8,216.85,1.34,6.49,Rice,Urea + DAP
Black,23.2,8.88,332.43,1.38,7.49,Pulses,Potash + Urea
Laterite,13.94,8.53,112.84,0.4,5.39,Cashew,Organic Compost
Laterite,17.98,12.28,119.0,0.45,5.32,Cashew,Organic Mix
Laterite,13.43,11.28,105.92,0.51,5.65,Cashew,Organic Mix
Black,20.09,13.71,320.95,2.02,7.74,Soybean,NPK 20:20:0
Laterite,33.18,11.26,105.79,0.46,5.37,Cashew,Organic Mix
Black,24.33,18.67,330.92,1.46,7.38,Soybean,NPK 20:20:0
Laterite,21.98,5.87,103.6,0.34,5.44,Rubber,Organic Mix
Alluvial,57.0,32.05,154.08,1.28,7.12,Rice,Urea + DAP
Black,32.3,11.15,261.08,1.75,8.49,Cotton,Potash + Urea
Alluvial,63.33,30.68,214.33,1.16,7.22,Maize,NPK 10:26:26
Laterite,18.83,8.75,111.23,0.51,5.1,Rubber,Organic Mix
Alluvial,86.37,22.08,161.05,1.24,6.62,Maize,Urea + MOP
Red,34.54,16.48,141.01,0.35,6.42,Millets,Gypsum + SSP
Laterite,35.35,10.96,118.85,0.48,4.89,Tea,Organic Compost
Alluvial,85.95,27.32,199.01,1.32,7.36,Wheat,NPK 10:26:26
Laterite,30.03,9.67,105.68,0.42,5.73,Cashew,Organic Compost
Black,31.03,21.79,303.68,2.09,8.11,Cotton,Potash + Urea
Black,41.67,14.53,335.23,1.96,8.24,Soybean,Potash + Urea
Laterite,18.96,4.69,97.41,0.4,5.75,Rubber,Organic Compost
Laterite,14.89,6.27,106.17,0.63,5.49,Cashew,Organic Mix
Red,45.96,16.84,165.5,0.89,6.01,Groundnut,Gypsum + SSP
Red,45.41,14.43,148.88,0.38,5.98,Millets,SSP + Urea
Alluvial,59.13,40.91,210.24,1.08,7.45,Rice,Urea + MOP
Alluvial,60.82,31.28,206.3,0.97,6.66,Rice,Urea + DAP
Black,31.31,18.01,266.45,1.19,7.8,Soybean,NPK 20:20:0
Alluvial,73.87,31.1,209.72,0.89,7.14,Sugarcane,Urea + MOP
Laterite,12.14,8.48,95.86,0.65,5.25,Tea,Organic Mix
Laterite,10.9,9.56,113.68,0.57,5.83,Tea,Organic Mix
Black,23.3,9.9,250.38,1.5,8.11,Pulses,NPK 20:20:0
Red,40.49,7.3,139.47,0.74,5.6,Groundnut,Gypsum + SSP
Red,43.13,14.22,118.38,0.73,6.28,Millets,SSP + Urea
Laterite,18.83,8.56,131.26,0.32,5.79,Cashew,Organic Compost
Red,44.4,13.89,136.01,0.6,5.88,Millets,SSP + Urea
Alluvial,60.3,25.63,189.44,1.19,7.26,Wheat,Urea + DAP
Red,27.3,8.39,105.16,0.75,5.83,Groundnut,SSP + Urea
Black,19.86,15.29,243.33,1.5,7.74,Soybean,NPK 20:20:0
Black,25.39,16.24,260.67,1.91,8.11,Pulses,Potash + Urea
Black,36.08,15.96,247.83,1.67,8.02,Soybean,Potash + Urea
Black,23.54,23.25,297.48,1.61,8.47,Pulses,NPK 20:20:0
Alluvial,54.62,37.85,208.09,1.34,7.1,Wheat,NPK 10:26:26
Laterite,29.3,12.23,112.51,0.25,4.96,Cashew,Organic Mix
Laterite,12.69,7.36,105.04,0.24,5.39,Tea,Organic Mix
Alluvial,70.17,33.61,162.81,1.3,7.54,Sugarcane,Urea + MOP
Alluvial,74.27,31.67,158.46,1.34,6.9,Wheat,NPK 10:26:26
Alluvial,82.75,27.6,188.2,1.01,6.91,Sugarcane,NPK 10:26:26
Black,43.04,15.0,277.64,1.82,8.15,Pulses,Potash + Urea
Alluvial,68.52,31.42,171.87,0.88,7.36,Sugarcane,Urea + MOP
Red,53.62,16.33,170.3,0.97,6.47,Groundnut,SSP + Urea
Laterite,24.08,5.45,112.7,0.37,5.42,Cashew,Organic Mix
Laterite,32.11,10.76,130.35,0.28,5.41,Rubber,Organic Compost
Black,33.17,22.76,252.18,1.51,6.9,Soybean,Potash + Urea
Black,30.47,18.53,287.22,2.01,7.79,Pulses,Potash + Urea
Black,28.47,18.11,325.32,2.17,7.5,Cotton,Potash + Urea
Red,32.87,15.77,142.64,0.58,5.57,Millets,Gypsum + SSP
Red,32.21,16.24,145.02,0.74,5.56,Maize,SSP + Urea
Alluvial,75.6,35.94,215.03,1.16,7.15,Sugarcane,Urea + DAP
Laterite,28.53,6.09,132.94,0.54,4.78,Tea,Organic Mix
Red,47.37,14.07,134.97,0.64,6.3,Groundnut,SSP + Urea
Alluvial,61.5,26.75,183.41,1.22,6.66,Wheat,Urea + MOP
Laterite,20.9,9.69,96.29,0.38,5.39,Cashew,Organic Compost
Alluvial,75.95,22.92,179.65,1.09,6.71,Wheat,Urea + DAP
Red,58.71,12.64,144.13,0.54,5.92,Groundnut,SSP + Urea
Laterite,17.86,9.67,99.19,0.44,5.24,Cashew,Organic Compost
Laterite,12.73,7.48,104.67,0.72,5.48,Cashew,Organic Mix
Black,46.73,22.48,267.07,2.09,7.58,Pulses,NPK 20:20:0
Laterite,23.45,7.7,120.93,0.58,5.03,Rubber,Organic Compost
Black,21.81,24.91,313.65,2.04,8.26,Pulses,NPK 20:20:0
Black,41.71,12.46,293.81,1.06,7.4,Soybean,NPK 20:20:0
Black,38.37,19.24,261.93,1.36,7.36,Cotton,Potash + Urea
Laterite,19.99,10.0,122.06,0.47,5.66,Cashew,Organic Mix
Laterite,24.75,11.72,85.1,0.37,5.27,Cashew,Organic Mix
Black,40.17,25.53,307.92,1.33,8.42,Soybean,Potash + Urea
Alluvial,79.82,20.06,189.44,1.2,7.24,Sugarcane,NPK 10:26:26
Black,26.0,19.13,241.55,1.8,7.18,Soybean,NPK 20:20:0
Alluvial,72.65,22.77,191.76,1.03,6.65,Sugarcane,Urea + DAP
Alluvial,66.76,30.68,180.95,1.05,6.77,Maize,Urea + MOP
Red,44.47,17.48,112.25,0.89,6.25,Maize,SSP + Urea
Laterite,19.62,10.03,82.61,0.64,4.63,Tea,Organic Compost
Black,25.27,14.0,304.36,2.16,7.22,Soybean,Potash + Urea
Alluvial,63.84,39.42,212.77,0.93,7.42,Sugarcane,NPK 10:26:26
Black,34.07,18.86,297.86,1.68,7.93,Pulses,Potash + Urea
Laterite,21.23,11.74,83.15,0.75,5.13,Cashew,Organic Mix
Red,31.08,13.99,118.26,0.64,5.95,Groundnut,Gypsum + SSP
Laterite,28.1,9.16,107.62,0.6,5.71,Cashew,Organic Mix
Laterite,26.17,8.13,128.66,0.54,4.65,Cashew,Organic Mix
Red,36.19,11.32,149.65,0.85,5.78,Groundnut,SSP + Urea
Alluvial,64.1,32.12,156.23,1.23,7.08,Wheat,NPK 10:26:26
Alluvial,83.12,32.51,206.09,1.02,6.9,Wheat,Urea + DAP
Black,41.47,13.77,242.72,1.99,7.03,Pulses,NPK 20:20:0
Black,25.47,16.0,288.81,1.84,8.42,Pulses,NPK 20:20:0
Laterite,25.22,8.78,81.35,0.43,5.08,Tea,Organic Compost
Red,34.28,10.05,120.07,0.81,5.73,Millets,Gypsum + SSP
Alluvial,76.38,29.13,174.7,1.08,6.8,Maize,Urea + DAP
Red,35.55,7.06,127.71,0.72,6.03,Maize,Gypsum + SSP
Laterite,26.05,5.8,90.84,0.37,5.15,Cashew,Organic Compost
Black,24.65,18.27,234.34,1.42,7.55,Pulses,Potash + Urea
Red,33.05,7.71,148.86,0.94,5.68,Maize,SSP + Urea
Red,28.0,10.24,121.16,0.42,6.12,Millets,Gypsum + SSP
Alluvial,56.27,24.26,212.05,1.33,7.2,Sugarcane,NPK 10:26:26
Laterite,11.8,9.61,115.28,0.61,5.14,Cashew,Organic Mix
Alluvial,78.34,27.3,154.02,0.95,7.38,Rice,NPK 10:26:26
Laterite,23.55,8.9,104.46,0.64,5.85,Rubber,Organic Compost
Alluvial,61.39,36.95,180.76,1.19,7.03,Wheat,Urea + MOP
Red,53.24,9.77,154.86,0.56,5.99,Maize,SSP + Urea
Laterite,33.04,5.32,108.25,0.44,5.73,Rubber,Organic Mix
Laterite,29.03,10.46,87.79,0.36,4.96,Cashew,Organic Mix
Red,40.97,13.35,119.06,0.38,6.46,Groundnut,SSP + Urea
Black,41.21,15.95,259.38,0.98,7.05,Cotton,Potash + Urea
Black,42.79,23.2,280.53,2.1,7.62,Pulses,NPK 20:20:0
Alluvial,63.61,24.06,179.03,1.32,6.4,Sugarcane,NPK 10:26:26
Alluvial,79.49,31.34,164.51,0.81,6.84,Wheat,Urea + MOP
Alluvial,73.67,22.58,197.77,1.26,7.12,Sugarcane,Urea + DAP
Laterite,10.65,4.99,106.12,0.42,4.89,Cashew,Organic Compost
Laterite,27.21,9.77,102.15,0.3,5.3,Cashew,Organic Mix
Red,28.76,15.07,135.22,0.57,5.46,Groundnut,Gypsum + SSP
Black,38.79,11.43,286.06,2.1,8.27,Cotton,Potash + Urea
Black,22.41,20.05,278.6,2.09,7.3,Cotton,Potash + Urea
Black,38.98,16.1,289.9,1.29,7.89,Soybean,Potash + Urea
Black,24.99,17.58,300.0,2.27,8.39,Pulses,NPK 20:20:0
Alluvial,68.05,38.79,207.05,0.85,7.08,Sugarcane,Urea + MOP
Red,36.12,17.32,161.76,0.73,5.93,Millets,Gypsum + SSP
Laterite,28.4,10.06,128.84,0.6,5.22,Cashew,Organic Mix
Red,45.73,14.7,161.28,0.67,6.03,Maize,SSP + Urea
Alluvial,84.8,35.62,213.98,0.89,6.88,Sugarcane,Urea + MOP
Red,40.09,10.41,142.61,0.87,6.02,Groundnut,SSP + Urea
Laterite,20.02,6.02,104.56,0.4,5.21,Cashew,Organic Compost
Red,54.81,10.72,153.61,0.64,5.79,Millets,SSP + Urea
Black,27.51,14.93,292.43,1.93,8.53,Soybean,Potash + Urea
Black,29.16,12.59,261.27,2.02,7.57,Cotton,Potash + Urea
Black,21.05,10.96,244.43,1.86,8.17,Cotton,NPK 20:20:0
Red,52.98,12.02,155.91,0.41,5.93,Groundnut,SSP + Urea
Alluvial,60.33,38.48,191.95,0.89,6.97,Wheat,Urea + DAP
Black,37.75,17.22,336.12,1.72,8.03,Soybean,Potash + Urea
Alluvial,73.1,35.7,209.42,1.18,6.43,Maize,Urea + DAP
Red,33.2,18.03,149.15,0.87,6.24,Millets,SSP + Urea
Laterite,27.13,11.24,102.7,0.35,5.2,Tea,Organic Mix
Alluvial,67.33,37.88,167.82,1.11,7.35,Maize,Urea + MOP
Red,30.91,9.37,122.93,0.72,5.53,Maize,SSP + Urea
Alluvial,84.97,28.37,155.8,0.93,6.44,Rice,Urea + MOP
Alluvial,76.6,25.43,165.45,1.03,7.16,Sugarcane,Urea + DAP
Alluvial,61.17,34.73,208.28,1.16,7.07,Sugarcane,Urea + DAP
Black,31.86,21.02,336.05,1.46,7.24,Pulses,NPK 20:20:0
Laterite,11.03,8.33,90.66,0.54,5.62,Tea,Organic Compost
Red,48.29,16.63,154.3,0.43,6.16,Groundnut,SSP + Urea
Alluvial,63.37,29.13,196.96,1.21,7.01,Rice,Urea + DAP
Red,26.79,17.68,166.48,0.54,6.17,Millets,Gypsum + SSP
Alluvial,66.0,31.5,217.39,1.3,6.67,Rice,NPK 10:26:26
Red,25.1,10.28,122.03,0.62,5.68,Groundnut,Gypsum + SSP
Black,27.49,20.46,241.81,1.92,8.09,Cotton,Potash + Urea
Alluvial,68.76,30.49,185.31,1.19,7.42,Maize,NPK 10:26:26
Laterite,34.16,11.05,99.28,0.3,4.8,Cashew,Organic Mix
Laterite,12.37,10.65,121.09,0.4,5.52,Cashew,Organic Mix
Red,52.92,15.3,117.73,0.86,5.93,Maize,Gypsum + SSP
Alluvial,66.94,24.37,184.14,1.1,6.5,Wheat,Urea + MOP
Alluvial,82.23,26.16,219.26,1.2,6.45,Wheat,Urea + DAP
Red,26.75,14.52,136.35,0.76,5.71,Millets,Gypsum + SSP
Alluvial,59.43,37.14,221.35,1.31,6.62,Sugarcane,Urea + MOP
Alluvial,68.68,28.08,207.85,1.09,7.2,Rice,Urea + MOP
Black,38.41,22.55,257.41,1.6,7.75,Cotton,NPK 20:20:0
Laterite,19.5,9.0,104.02,0.6,4.81,Cashew,Organic Mix
Black,28.55,17.74,326.25,1.07,8.55,Soybean,NPK 20:20:0
Red,57.82,10.75,122.27,0.81,6.24,Groundnut,Gypsum + SSP
Black,27.83,19.66,338.56,1.76,8.18,Cotton,NPK 20:20:0
Alluvial,83.4,26.3,174.86,0.86,6.69,Rice,Urea + DAP
Alluvial,86.61,36.91,205.82,1.29,6.59,Wheat,Urea + DAP
Alluvial,71.2,37.17,173.81,0.87,7.06,Sugarcane,Urea + MOP
Alluvial,73.26,19.95,164.41,1.05,6.6,Maize,Urea + DAP
Red,54.04,9.74,150.6,0.85,6.29,Maize,SSP + Urea
Alluvial,79.85,23.66,180.72,1.25,6.91,Maize,Urea + MOP
Alluvial,75.41,36.15,208.77,1.04,7.32,Maize,NPK 10:26:26
Laterite,30.43,8.74,86.92,0.54,5.09,Cashew,Organic Compost
Red,54.48,13.63,163.06,0.78,6.46,Millets,SSP + Urea
